"id","application","benchmark","file","line","function","version"
"c3f1334a-f0c9-44bc-a75e-4c9b5ebad27b","livermore","livermore","lloops.c","1600","endloop","default"
"dad59000-ff7b-4eeb-8a88-9f07fb1e55b0","Branch","Kernels","func.c","11366","func26","SERIAL"
"2ff98fa2-83b6-4295-a0da-b7824cb706bb","mpeg4dec","mediabench","ac3enc.c","1336","lshift_tab","default"
"c3f1334a-f0c9-44bc-a75e-4c9b5ebad27b","livermore","livermore","lloops.c","2044","init","default"
"301d9585-272e-4ae4-b0df-f34f93841fae","silk","libraries","SKP_Silk_decode_core.c","165","SKP_Silk_decode_core","default"
"e36e760a-bc0d-40db-9d8f-f08f642362e1","MG","NPB","mg.c","1165","bubble","2.3-OpenACC-C"
"d965f14b-5a25-44ec-8519-c60ef13c6b56","Amr","Kernels","amr.c","347","main","SERIAL"
"a80d64d6-a725-458a-95bf-7bf94361b0ea","default","TSVC","tsc.c","1408","s128","default"
"f86801b9-79fa-4198-8efc-96099b09dc78","MPGdec","ALPBench","recon.c","1111","form_component_prediction2","v1.0"
"f58183b8-3f35-419d-807e-83e8661d3dd3","gap","GitApps","trans.c","1509","FuncINV_TRANS","default"
"a80d64d6-a725-458a-95bf-7bf94361b0ea","default","TSVC","tsc.c","1909","s1213","default"
"01ff0407-3b9e-4eb4-95ea-b97d11e924ed","462.libquantum","spec2006","classic.c","42","quantum_ipow","v1.1"
"566c5a00-db82-452c-8493-b0608aa83a58","LU","NPB","lu.c","995","erhs","2.3-OpenACC-C"
"566c5a00-db82-452c-8493-b0608aa83a58","LU","NPB","lu.c","3310","verify","2.3-OpenACC-C"
"689c1710-8156-4e21-8d3c-1e3a542e629c","sphinx","cortexsuite","logmath.c","100","logmath_init","default"
"5d5689b3-cca7-48f1-93ae-d582b66c1cbb","400.perlbench","spec2006","util.c","342","Perl_rninstr","v1.1"
"f3a3a269-a04c-4cfa-8c64-7c6fe2a3625d","464.h264ref","spec2006","leaky_bucket.c","233","calc_buffer","v1.1"
"50b8bfaf-8ba7-493e-a226-8d2ec67d0078","UA-SNU","NPB","adapt.c","507","do_refine","2.3-OpenACC-C"
"74df51a8-f031-493e-8814-af9fb2bb2cf7","daala","libraries","tf.c","86","od_tf_up_hv_lp","default"
"23155c0c-6959-43e3-957b-9e85593448bd","h264dec-lencod","mediabench","memalloc.c","556","get_mem2Dshort","default"
"a80d64d6-a725-458a-95bf-7bf94361b0ea","default","TSVC","tsc.c","5087","vas","default"
"f3a3a269-a04c-4cfa-8c64-7c6fe2a3625d","464.h264ref","spec2006","macroblock.c","1459","LumaResidualCoding","v1.1"
"d7a6523e-8c69-4817-a06c-43721dc317c8","linear-algebra-solvers-ludcmp","polybench","ludcmp.c","63","init_array","4.1"
"b0ae4577-72b2-443a-aa4b-bc72c86cb93d","186.crafty","spec2000","init.c","916","InitializeMasks","v1.3"
"38e86c6a-9233-47b1-adb2-4eba948b06af","458.sjeng","spec2006","moves.c","226","check_legal","v1.1"
"938ba3f1-8ce8-4e4e-a374-a5f2213d7a1a","linear-algebra-kernels-mvt","polybench","mvt.c","88","kernel_mvt","4.1"
"1e5201b1-b9b4-442e-960e-94b11bbc01bc","mpeg4enc","mediabench","ac3enc.c","634","compute_mantissa_size","default"
"f3a3a269-a04c-4cfa-8c64-7c6fe2a3625d","464.h264ref","spec2006","leaky_bucket.c","225","calc_buffer","v1.1"
"97bc8b56-4f5c-4409-b1e7-8805673330e2","twolame","libraries","psycho_4.c","210","psycho_4_init","default"
"9b4fb134-4141-4799-8ffd-2bb4ec979288","mpeg2dec","mediabench","getpic.c","499","Add_Block","default"
"45f798f8-0155-4c1a-a729-392483621301","445.gobmk","spec2006","board.c","1956","count_common_libs","v1.1"
"50b8bfaf-8ba7-493e-a226-8d2ec67d0078","UA-SNU","NPB","precond.c","382","setpcmo_pre","2.3-OpenACC-C"
"57f5968f-a13f-48e5-8e7b-434ec8c25e2e","h264dec-ldecod","mediabench","macroblock.c","363","interpret_mb_mode_B","default"
"74df51a8-f031-493e-8814-af9fb2bb2cf7","daala","libraries","rate.c","225","od_blog64","default"
"aeac982e-58a5-4135-866e-0ad1de6e761d","401.bzip2","spec2006","blocksort.c","854","mainSort","v1.1"
"d965f14b-5a25-44ec-8519-c60ef13c6b56","Amr","Kernels","amr.c","349","main","SERIAL"
"a46358ff-6bba-4292-b23b-c5f9e9cfa7e4","BT","NPB","bt.c","795","initialize","2.3-OpenACC-C"
"d7a6523e-8c69-4817-a06c-43721dc317c8","linear-algebra-solvers-ludcmp","polybench","ludcmp.c","122","kernel_ludcmp","4.1"
"9f6cee52-77cb-4910-aa32-02584e25ce1e","amgmk","ASC-llnl","vector.c","263","hypre_SeqVectorSetConstantValues","v1.0"
"facfe86b-107f-4487-8ae3-a453312a0b9f","435.gromacs","spec2006","csettle.c","129","csettle","v1.1"
"1f71e097-a54f-4e21-aa18-60c01ec75f66","libsndfile","libraries","test_endswap.c","183","test_endswap_int64_t","default"
"759525ae-abb1-46e5-934f-2fa0c62b73eb","cjpeg","mediabench","jquant2.c","519","compute_color","default"
"d6893d2d-e80a-41a2-97d5-a68e57ec24d6","255.vortex","spec2000","tree00.c","704","Tree_PromoteInternalNode","v1.3"
"061a23ae-0741-4f06-b402-032735e96352","301.apsi","spec2000","apsi.c","5416","leapfr","v1.3"
"f3a3a269-a04c-4cfa-8c64-7c6fe2a3625d","464.h264ref","spec2006","block.c","1008","dct_luma","v1.1"
"f22d52b9-f79e-4747-b37c-4eed87681ccc","libdeep","libraries","autocoder.c","498","autocoder_compare","default"
"30d681f7-f3ac-4484-8cb1-d0a88edb4d0c","h264enc-lencod","mediabench","block.c","1203","dct_chroma","default"
"dad59000-ff7b-4eeb-8a88-9f07fb1e55b0","Branch","Kernels","func.c","32478","func39","SERIAL"
"c3f1334a-f0c9-44bc-a75e-4c9b5ebad27b","livermore","livermore","lloops.c","2134","init","default"
"2ff98fa2-83b6-4295-a0da-b7824cb706bb","mpeg4dec","mediabench","mpegaudio.c","156","MPA_encode_init","default"
"f3a3a269-a04c-4cfa-8c64-7c6fe2a3625d","464.h264ref","spec2006","nal.c","82","RBSPtoEBSP","v1.1"
"54654ab6-2bc0-4aaa-93b9-19f024a64a01","flac","libraries","lpc.c","876","FLAC_lpc_restore_signal","default"
"6b0d5ead-2879-4fcb-88aa-41cacefa55bd","CG","NPB","cg.c","185","main","2.3-OpenACC-C"
"23155c0c-6959-43e3-957b-9e85593448bd","h264dec-lencod","mediabench","mv-search.c","1156","SATD8X8","default"
"30d681f7-f3ac-4484-8cb1-d0a88edb4d0c","h264enc-lencod","mediabench","mode_decision.c","869","submacroblock_mode_decision","default"
"899897aa-70d3-40f0-9784-9dcbfc104736","183.equake","spec2000","quake.c","958","arch_parsecommandline","v1.3"
"26166dea-4a8b-479a-a5d8-04b381eb077a","482.sphinx3","spec2006","dict.c","483","dict_word2basestr","v1.1"
"74df51a8-f031-493e-8814-af9fb2bb2cf7","daala","libraries","intra.c","82","od_resample_luma_coeffs","default"
"d9dd69b1-3130-4dde-8fd3-0aace6f5d093","254.gap","spec2000","vecffe.c","1219","SumVecFFEVecFFE","v1.3"
"5146769f-df15-403c-8489-6b25eb397efa","libogg","libraries","framing.c","497","ogg_stream_flush_i","default"
"f58183b8-3f35-419d-807e-83e8661d3dd3","gap","GitApps","trans.c","2563","FuncCYCLES_TRANS_LIST","default"
"852d69f0-1a03-47a3-806a-a36e34a21543","linear-algebra-kernels-2mm","polybench","2mm.c","89","kernel_2mm","4.1"
"689c1710-8156-4e21-8d3c-1e3a542e629c","sphinx","cortexsuite","fe_sigproc.c","553","fe_hamming_window","default"
"dad59000-ff7b-4eeb-8a88-9f07fb1e55b0","Branch","Kernels","func.c","12986","func27","SERIAL"
"c3f1334a-f0c9-44bc-a75e-4c9b5ebad27b","livermore","livermore","lloops.c","1416","kernels","default"
"26166dea-4a8b-479a-a5d8-04b381eb077a","482.sphinx3","spec2006","vector.c","134","vector_is_zero","v1.1"
"2ff98fa2-83b6-4295-a0da-b7824cb706bb","mpeg4dec","mediabench","ac3enc.c","352","fft_init","default"
"50b8bfaf-8ba7-493e-a226-8d2ec67d0078","UA-SNU","NPB","adapt.c","451","do_refine","2.3-OpenACC-C"
"50b8bfaf-8ba7-493e-a226-8d2ec67d0078","UA-SNU","NPB","adapt.c","949","merging","2.3-OpenACC-C"
"301d9585-272e-4ae4-b0df-f34f93841fae","silk","libraries","SKP_Silk_decode_core.c","188","SKP_Silk_decode_core","default"
"4b696f26-7068-4dad-a0aa-4223d3e44ca2","pca","cortexsuite","pca.c","547","tred2","default"
"97bc8b56-4f5c-4409-b1e7-8805673330e2","twolame","libraries","psycho_3.c","464","psycho_3_init","default"
"a80d64d6-a725-458a-95bf-7bf94361b0ea","default","TSVC","tsc.c","2102","s233","default"
"f22d52b9-f79e-4747-b37c-4eed87681ccc","libdeep","libraries","deepconvnet.c","607","deepconvnet_create_training_test_sets","default"
"74df51a8-f031-493e-8814-af9fb2bb2cf7","daala","libraries","dct.c","8523","check_bias","default"
"8437441e-5a5d-4f08-b03a-e308d57885a7","lame","libraries","id3tag.c","769","setLang","default"
"daccab2c-ec58-41c9-beea-f15be508436a","pifft","FreeBench","pifft.c","1305","mp_unexp_mp2d","default"
"9e7a6c2f-6520-4cae-a913-f01fa1b0f93e","gsm","mediabench","lpc.c","81","Autocorrelation","default"
"1e5201b1-b9b4-442e-960e-94b11bbc01bc","mpeg4enc","mediabench","mjpeg.c","524","escape_FF","default"
"aeac982e-58a5-4135-866e-0ad1de6e761d","401.bzip2","spec2006","blocksort.c","283","fallbackSort","v1.1"
"23155c0c-6959-43e3-957b-9e85593448bd","h264dec-lencod","mediabench","mv-search.c","297","SetupLargerBlocks","default"
"2f42f981-fec7-4895-bde2-5dae96e3ce5d","linear-algebra-blas-symm","polybench","symm.c","37","init_array","4.1"
"899897aa-70d3-40f0-9784-9dcbfc104736","183.equake","spec2000","quake.c","352","main","v1.3"
"97bc8b56-4f5c-4409-b1e7-8805673330e2","twolame","libraries","psycho_3.c","145","psycho_3_tonal_label_range","default"
"abf501a4-8f47-4a59-b1a0-44b00a72fe27","mozjpeg","GitApps","jdmaster.c","426","prepare_range_limit_table","default"
"d9dd69b1-3130-4dde-8fd3-0aace6f5d093","254.gap","spec2000","scanner.c","1116","PutChr","v1.3"
"57f5968f-a13f-48e5-8e7b-434ec8c25e2e","h264dec-ldecod","mediabench","macroblock.c","333","interpret_mb_mode_B","default"
"566c5a00-db82-452c-8493-b0608aa83a58","LU","NPB","lu.c","880","erhs","2.3-OpenACC-C"
"23155c0c-6959-43e3-957b-9e85593448bd","h264dec-lencod","mediabench","mv-search.c","773","Init_Motion_Search_Module","default"
"d9dd69b1-3130-4dde-8fd3-0aace6f5d093","254.gap","spec2000","set.c","1152","FunUniteSet","v1.3"
"566c5a00-db82-452c-8493-b0608aa83a58","LU","NPB","lu.c","1549","jacu","2.3-OpenACC-C"
"4b696f26-7068-4dad-a0aa-4223d3e44ca2","pca","cortexsuite","pca.c","497","tred2","default"
"5146769f-df15-403c-8489-6b25eb397efa","libogg","libraries","framing.c","1516","test_pack","default"
"2ff98fa2-83b6-4295-a0da-b7824cb706bb","mpeg4dec","mediabench","dsputil.c","3675","vsad16_c","default"
"dad59000-ff7b-4eeb-8a88-9f07fb1e55b0","Branch","Kernels","func.c","12988","func27","SERIAL"
"a4ce0222-e283-4fd2-af03-0e12f2223980","csuFaceIdEval_5.1","ALPBench","csuCommonSubspace.c","540","mean_subtract_images","v1.0"
"715034c4-edcb-4711-8678-e35afc47ccb3","linear-algebra-solvers-trisolv","polybench","trisolv.c","74","kernel_trisolv","4.1"
"c3f1334a-f0c9-44bc-a75e-4c9b5ebad27b","livermore","livermore","lloops.c","1672","endloop","default"
"929b693c-befd-4379-9adf-672b9db15e87","EP","NPB","ep.c","106","main","2.3-OpenACC-C"
"b53a2031-612b-4e8f-9b08-056c618c627c","300.twolf","spec2000","readseg.c","216","readseg","v1.3"
"be99b666-ff82-429e-b4c7-dd647519a928","cg","netlib","cg_rc.c","182","cg_rc","default"
"301d9585-272e-4ae4-b0df-f34f93841fae","silk","libraries","SKP_Silk_pitch_analysis_core.c","218","SKP_Silk_pitch_analysis_core","default"
"b0ae4577-72b2-443a-aa4b-bc72c86cb93d","186.crafty","spec2000","init.c","1098","InitializePawnMasks","v1.3"
"26a39633-5b80-4207-a8ce-f1057a313a5b","SP","NPB","sp.c","734","initialize","2.3-OpenACC-C"
"daccab2c-ec58-41c9-beea-f15be508436a","pifft","FreeBench","pifft.c","326","mp_round","default"
"f22d52b9-f79e-4747-b37c-4eed87681ccc","libdeep","libraries","lodepng.c","1418","getHash","default"
"673e5d6c-68c6-48e5-8c7f-3ca2da9cc9d7","srr","cortexsuite","SystemMatrices.c","457","CalculateA","default"
"26a39633-5b80-4207-a8ce-f1057a313a5b","SP","NPB","sp.c","898","lhsx","2.3-OpenACC-C"
"e90955a5-6c8c-409d-af83-2c5778d5419e","256.bzip2","spec2000","bzip2.c","1721","getAndMoveToFrontDecode","v1.3"
"b5e05266-9ade-4e72-8848-b787bf7c047e","neural","FreeBench","neural.c","357","delta","default"
"23155c0c-6959-43e3-957b-9e85593448bd","h264dec-lencod","mediabench","lencod.c","574","CAVLC_init","default"
"30d681f7-f3ac-4484-8cb1-d0a88edb4d0c","h264enc-lencod","mediabench","leaky_bucket.c","174","Sort","default"
"b0ae4577-72b2-443a-aa4b-bc72c86cb93d","186.crafty","spec2000","init.c","542","InitializeChessBoard","v1.3"
"dad59000-ff7b-4eeb-8a88-9f07fb1e55b0","Branch","Kernels","func.c","16236","func29","SERIAL"
"50b8bfaf-8ba7-493e-a226-8d2ec67d0078","UA-SNU","NPB","transfer.c","220","transf","2.3-OpenACC-C"
"301d9585-272e-4ae4-b0df-f34f93841fae","silk","libraries","SKP_Silk_PLC.c","327","SKP_Silk_PLC_conceal","default"
"19f5583c-6036-4029-b06b-e97ce29d7bc4","rasta","mediabench","noise_est.c","562","det","default"
"be99b666-ff82-429e-b4c7-dd647519a928","cg","netlib","cg_rc_prb.c","143","test01","default"
"a80d64d6-a725-458a-95bf-7bf94361b0ea","default","TSVC","tsc.c","1375","s127","default"
"f58183b8-3f35-419d-807e-83e8661d3dd3","gap","GitApps","permutat.c","1101","LQuoPerm22","default"
"1f71e097-a54f-4e21-aa18-60c01ec75f66","libsndfile","libraries","xi.c","1042","s2dsc_array","default"
"2ff98fa2-83b6-4295-a0da-b7824cb706bb","mpeg4dec","mediabench","h263.c","3041","ff_h263_encode_mba","default"
"30d681f7-f3ac-4484-8cb1-d0a88edb4d0c","h264enc-lencod","mediabench","transform8x8.c","1381","LowPassForIntra8x8Pred","default"
"facfe86b-107f-4487-8ae3-a453312a0b9f","435.gromacs","spec2006","calcmu.c","63","calc_mu_and_q","v1.1"
"964f604f-1cd7-4f00-adf9-cef96b121606","456.hmmer","spec2006","plan7.c","144","AllocPlan7Body","v1.1"
"74df51a8-f031-493e-8814-af9fb2bb2cf7","daala","libraries","intra.c","103","od_resample_luma_coeffs","default"
"daccab2c-ec58-41c9-beea-f15be508436a","pifft","FreeBench","fftsg.c","671","makewt","default"
"f58183b8-3f35-419d-807e-83e8661d3dd3","gap","GitApps","trans.c","1364","FuncPERM_LEFT_QUO_TRANS_NC","default"
"abf501a4-8f47-4a59-b1a0-44b00a72fe27","mozjpeg","GitApps","jidctint.c","717","jpeg_idct_5x5","default"
"b53a2031-612b-4e8f-9b08-056c618c627c","300.twolf","spec2000","qsorte.c","47","qsorte","v1.3"
"aeac982e-58a5-4135-866e-0ad1de6e761d","401.bzip2","spec2006","blocksort.c","895","mainSort","v1.1"
"899897aa-70d3-40f0-9784-9dcbfc104736","183.equake","spec2000","quake.c","315","main","v1.3"
"5d5689b3-cca7-48f1-93ae-d582b66c1cbb","400.perlbench","spec2006","regcomp.c","3872","S_regclass","v1.1"
"8f1f8a51-d749-4df7-841f-5e677cb496e0","Transpose","Kernels","transpose.c","141","main","SERIAL"
"dad59000-ff7b-4eeb-8a88-9f07fb1e55b0","Branch","Kernels","func.c","22732","func33","SERIAL"
"301d9585-272e-4ae4-b0df-f34f93841fae","silk","libraries","SKP_Silk_corrMatrix_FIX.c","95","SKP_Silk_corrMatrix_FIX","default"
"26a39633-5b80-4207-a8ce-f1057a313a5b","SP","NPB","sp.c","1327","compute_rhs","2.3-OpenACC-C"
"899897aa-70d3-40f0-9784-9dcbfc104736","183.equake","spec2000","quake.c","367","main","v1.3"
"c3f1334a-f0c9-44bc-a75e-4c9b5ebad27b","livermore","livermore","lloops.c","1809","endloop","default"
"23155c0c-6959-43e3-957b-9e85593448bd","h264dec-lencod","mediabench","rdopt.c","3475","assign_enc_picture_params","default"
"26166dea-4a8b-479a-a5d8-04b381eb077a","482.sphinx3","spec2006","hash.c","179","makekey","v1.1"
"26a39633-5b80-4207-a8ce-f1057a313a5b","SP","NPB","sp.c","409","exact_rhs","2.3-OpenACC-C"
"566c5a00-db82-452c-8493-b0608aa83a58","LU","NPB","lu.c","209","blts","2.3-OpenACC-C"
"dad59000-ff7b-4eeb-8a88-9f07fb1e55b0","Branch","Kernels","func.c","3242","func21","SERIAL"
"8fe11be2-f2d0-45c8-b720-de3cde6b169d","cnn","cortexsuite","MNistDoc.c","679","CalculateHessian","default"
"a80d64d6-a725-458a-95bf-7bf94361b0ea","default","TSVC","tsc.c","4213","s1351","default"
"1f71e097-a54f-4e21-aa18-60c01ec75f66","libsndfile","libraries","sds.c","534","sds_4byte_read","default"
"f22d52b9-f79e-4747-b37c-4eed87681ccc","libdeep","libraries","autocoder.c","136","autocoder_encode","default"
"45f798f8-0155-4c1a-a729-392483621301","445.gobmk","spec2006","value_moves.c","57","move_connects_strings","v1.1"
"9b4fb134-4141-4799-8ffd-2bb4ec979288","mpeg2dec","mediabench","idct.c","209","Initialize_Fast_IDCT","default"
"45f798f8-0155-4c1a-a729-392483621301","445.gobmk","spec2006","board.c","998","get_last_opponent_move","v1.1"
"daccab2c-ec58-41c9-beea-f15be508436a","pifft","FreeBench","pifft.c","332","mp_round","default"
"071e0363-89a9-4aac-9f74-05b0f47c1098","mpeg2enc","mediabench","fdctref.c","70","fdct","default"
"1f71e097-a54f-4e21-aa18-60c01ec75f66","libsndfile","libraries","paf.c","722","paf24_write_s","default"
"facfe86b-107f-4487-8ae3-a453312a0b9f","435.gromacs","spec2006","innerc.c","3423","inl1100","v1.1"
"301d9585-272e-4ae4-b0df-f34f93841fae","silk","libraries","SKP_Silk_biquad_alt.c","57","SKP_Silk_biquad_alt","default"
"a4ce0222-e283-4fd2-af03-0e12f2223980","csuFaceIdEval_5.1","ALPBench","csuSubspaceCVEigen.c","191","cvJacobiEigens_64d","v1.0"
"e90955a5-6c8c-409d-af83-2c5778d5419e","256.bzip2","spec2000","bzip2.c","2185","sortIt","v1.3"
"23155c0c-6959-43e3-957b-9e85593448bd","h264dec-lencod","mediabench","block.c","500","intrapred_luma_16x16","default"
"f3a3a269-a04c-4cfa-8c64-7c6fe2a3625d","464.h264ref","spec2006","rdopt.c","1323","SetModesAndRefframeForBlocks","v1.1"
"2ff98fa2-83b6-4295-a0da-b7824cb706bb","mpeg4dec","mediabench","ac3enc.c","179","ac3_parametric_bit_allocation","default"
"14053ed6-240b-44f7-aa83-09b557e539ee","h263dec","mediabench","tmndec.c","187","initdecoder","default"
"74df51a8-f031-493e-8814-af9fb2bb2cf7","daala","libraries","dct.c","8618","od_bin_prefilter_columns_2d","default"
"b0ae4577-72b2-443a-aa4b-bc72c86cb93d","186.crafty","spec2000","init.c","1334","InitializeZeroMasks","v1.3"
"a80d64d6-a725-458a-95bf-7bf94361b0ea","default","TSVC","tsc.c","4315","s421","default"
"a4ce48bb-a773-469c-80be-70354cc5d56a","Random","Kernels","random.c","298","main","SERIAL"
"45f798f8-0155-4c1a-a729-392483621301","445.gobmk","spec2006","move_reasons.c","244","find_eye","v1.1"
"50b8bfaf-8ba7-493e-a226-8d2ec67d0078","UA-SNU","NPB","mason.c","1677","edgecopy_s","2.3-OpenACC-C"
"be99b666-ff82-429e-b4c7-dd647519a928","cg","netlib","cg_rc.c","187","cg_rc","default"
"5ca6e1a1-8730-45cf-b521-78db60708094","linear-algebra-blas-gesummv","polybench","gesummv.c","37","init_array","4.1"
"74df51a8-f031-493e-8814-af9fb2bb2cf7","daala","libraries","dct.c","8741","dynamic_range","default"
"a4ce0222-e283-4fd2-af03-0e12f2223980","csuFaceIdEval_5.1","ALPBench","csuSubspaceProject.c","347","distanceMahCosine","v1.0"
"f58183b8-3f35-419d-807e-83e8661d3dd3","gap","GitApps","scanner.c","2567","PutChrTo","default"
"2c6f1989-b804-4de3-a27f-5d3a22ef7df4","libpng","libraries","pngrtran.c","2737","png_do_read_filler","default"
"38e86c6a-9233-47b1-adb2-4eba948b06af","458.sjeng","spec2006","moves.c","392","check_legal","v1.1"
"30d681f7-f3ac-4484-8cb1-d0a88edb4d0c","h264enc-lencod","mediabench","block.c","500","intrapred_luma_16x16","default"
"566c5a00-db82-452c-8493-b0608aa83a58","LU","NPB","lu.c","861","erhs","2.3-OpenACC-C"
"c3f1334a-f0c9-44bc-a75e-4c9b5ebad27b","livermore","livermore","lloops.c","842","kernels","default"
"1e5201b1-b9b4-442e-960e-94b11bbc01bc","mpeg4enc","mediabench","mpegaudiodec.c","435","decode_init","default"
"2ff98fa2-83b6-4295-a0da-b7824cb706bb","mpeg4dec","mediabench","imgconvert.c","1313","grow21_line","default"
"6b0d5ead-2879-4fcb-88aa-41cacefa55bd","CG","NPB","cg.c","763","sparse","2.3-OpenACC-C"
"1a975b28-5fb4-4947-8d08-73351b4510b9","Nstream","Kernels","nstream.c","209","main","SERIAL"
"689c1710-8156-4e21-8d3c-1e3a542e629c","sphinx","cortexsuite","bio.c","286","chksum_accum","default"
"54654ab6-2bc0-4aaa-93b9-19f024a64a01","flac","libraries","window.c","257","FLAC_window_punchout_tukey","default"
"facfe86b-107f-4487-8ae3-a453312a0b9f","435.gromacs","spec2006","nsgrid.c","319","fill_grid","v1.1"
"dad59000-ff7b-4eeb-8a88-9f07fb1e55b0","Branch","Kernels","func.c","806","func0","SERIAL"
"1e5201b1-b9b4-442e-960e-94b11bbc01bc","mpeg4enc","mediabench","mpegaudio.c","193","idct32","default"
"f86801b9-79fa-4198-8efc-96099b09dc78","MPGdec","ALPBench","recon.c","1357","form_component_prediction2","v1.0"
"1f71e097-a54f-4e21-aa18-60c01ec75f66","libsndfile","libraries","xi.c","1009","dsc2f_array","default"
"a80d64d6-a725-458a-95bf-7bf94361b0ea","default","TSVC","tsc.c","5367","vbor","default"
"daccab2c-ec58-41c9-beea-f15be508436a","pifft","FreeBench","fftsg.c","923","bitrv2conj","default"
"5d5689b3-cca7-48f1-93ae-d582b66c1cbb","400.perlbench","spec2006","regcomp.c","3916","S_regclass","v1.1"
"9af1ca71-3607-4838-8070-9eb15bd2ae15","253.perlbmk","spec2000","pp_ctl.c","231","Perl_rxres_save","v1.3"
"566c5a00-db82-452c-8493-b0608aa83a58","LU","NPB","lu.c","1153","error","2.3-OpenACC-C"
"45f798f8-0155-4c1a-a729-392483621301","445.gobmk","spec2006","reading.c","2905","attack3","v1.1"
"30d681f7-f3ac-4484-8cb1-d0a88edb4d0c","h264enc-lencod","mediabench","transform8x8.c","1336","LowPassForIntra8x8Pred","default"
"d965f14b-5a25-44ec-8519-c60ef13c6b56","Amr","Kernels","amr.c","94","interpolate","SERIAL"
"30d681f7-f3ac-4484-8cb1-d0a88edb4d0c","h264enc-lencod","mediabench","q_offsets.c","408","InitOffsetParam","default"
"c3f1334a-f0c9-44bc-a75e-4c9b5ebad27b","livermore","livermore","lloops.c","1729","endloop","default"
"5d5689b3-cca7-48f1-93ae-d582b66c1cbb","400.perlbench","spec2006","op.c","2639","Perl_pmtrans","v1.1"
"f22d52b9-f79e-4747-b37c-4eed87681ccc","libdeep","libraries","deeplearn.c","158","deeplearn_init","default"
"30d681f7-f3ac-4484-8cb1-d0a88edb4d0c","h264enc-lencod","mediabench","block.c","437","intrapred_luma_16x16","default"
"50b8bfaf-8ba7-493e-a226-8d2ec67d0078","UA-SNU","NPB","adapt.c","953","merging","2.3-OpenACC-C"
"b5e05266-9ade-4e72-8848-b787bf7c047e","neural","FreeBench","neural.c","694","runcont","default"
"a80d64d6-a725-458a-95bf-7bf94361b0ea","default","TSVC","tsc.c","838","s1111","default"
"30d681f7-f3ac-4484-8cb1-d0a88edb4d0c","h264enc-lencod","mediabench","block.c","618","dct_luma_16x16","default"
"f86801b9-79fa-4198-8efc-96099b09dc78","MPGdec","ALPBench","recon.c","712","form_component_prediction","v1.0"
"38e86c6a-9233-47b1-adb2-4eba948b06af","458.sjeng","spec2006","moves.c","1118","f_in_check","v1.1"
"b53a2031-612b-4e8f-9b08-056c618c627c","300.twolf","spec2000","findunlap.c","21","findunlap","v1.3"
"74df51a8-f031-493e-8814-af9fb2bb2cf7","daala","libraries","dering.c","272","od_dering","default"
"26a39633-5b80-4207-a8ce-f1057a313a5b","SP","NPB","sp.c","651","initialize","2.3-OpenACC-C"
"d6893d2d-e80a-41a2-97d5-a68e57ec24d6","255.vortex","spec2000","testobj.c","363","Draw701","v1.3"
"9e7a6c2f-6520-4cae-a913-f01fa1b0f93e","gsm","mediabench","lpc.c","136","Autocorrelation","default"
"30d681f7-f3ac-4484-8cb1-d0a88edb4d0c","h264enc-lencod","mediabench","q_offsets.c","422","InitOffsetParam","default"
"1e5201b1-b9b4-442e-960e-94b11bbc01bc","mpeg4enc","mediabench","pcm.c","285","pcm_encode_frame","default"
"38e86c6a-9233-47b1-adb2-4eba948b06af","458.sjeng","spec2006","draw.c","42","is_draw","v1.1"
"1e5201b1-b9b4-442e-960e-94b11bbc01bc","mpeg4enc","mediabench","mpegaudio.c","156","MPA_encode_init","default"
"facfe86b-107f-4487-8ae3-a453312a0b9f","435.gromacs","spec2006","ns.c","1768","search_neighbours","v1.1"
"02f8f105-b887-414c-aeaf-335111c3e600","h264enc-ldecod","mediabench","fmo.c","147","FmoGenerateMbToSliceGroupMap","default"
"19f5583c-6036-4029-b06b-e97ce29d7bc4","rasta","mediabench","io.c","485","get_bindata","default"
"abf501a4-8f47-4a59-b1a0-44b00a72fe27","mozjpeg","GitApps","jdsample.c","182","int_upsample","default"
"f58183b8-3f35-419d-807e-83e8661d3dd3","gap","GitApps","trans.c","1111","FuncPERM_IMG_TRANS","default"
"5d5689b3-cca7-48f1-93ae-d582b66c1cbb","400.perlbench","spec2006","Opcode.c","224","opmask_add","v1.1"
"97bc8b56-4f5c-4409-b1e7-8805673330e2","twolame","libraries","psycho_4.c","501","psycho_4","default"
"26166dea-4a8b-479a-a5d8-04b381eb077a","482.sphinx3","spec2006","approx_cont_mgau.c","347","approx_cont_mgau_frame_eval","v1.1"
"1ca437bd-b7fb-40b0-b6ac-15d9621ef7b2","lda","cortexsuite","cokus.c","118","reloadMT","default"
"a80d64d6-a725-458a-95bf-7bf94361b0ea","default","TSVC","tsc.c","1740","s173","default"
"1e5201b1-b9b4-442e-960e-94b11bbc01bc","mpeg4enc","mediabench","h263.c","1830","init_uni_dc_tab","default"
"8fe11be2-f2d0-45c8-b720-de3cde6b169d","cnn","cortexsuite","NeuralNetwork.c","262","BackpropagateSecondDervativesNN","default"
"19f5583c-6036-4029-b06b-e97ce29d7bc4","rasta","mediabench","lpccep.c","95","lpccep","default"
"f86801b9-79fa-4198-8efc-96099b09dc78","MPGdec","ALPBench","recon.c","906","form_component_prediction","v1.0"
"a46358ff-6bba-4292-b23b-c5f9e9cfa7e4","BT","NPB","bt.c","2001","compute_rhs","2.3-OpenACC-C"
